codigo,geocodigo,municipio,uf
314660,3146602,Paiva,MG
220735,2207355,Pajeú do Piauí,PI
270620,2706208,Palestina,AL
353500,3535002,Palestina,SP
521565,5215652,Palestina de Goiás,GO
150549,1505494,Palestina do Pará,PA
231000,2310001,Palhano,CE
421190,4211900,Palhoça,SC
314670,3146701,Palma,MG
421200,4212007,Palma Sola,SC
231010,2310100,Palmácia,CE
261000,2610004,Palmares,PE
431365,4313656,Palmares do Sul,RS
353510,3535101,Palmares Paulista,SP
411760,4117602,Palmas,PR
172100,1721000,Palmas,TO
292340,2923407,Palmas de Monte Alto,BA
411770,4117701,Palmeira,PR
421205,4212056,Palmeira,SC
353520,3535200,Palmeira d'Oeste,SP
431370,4313706,Palmeira das Missões,RS
220740,2207405,Palmeira do Piauí,PI
270630,2706307,Palmeira dos Índios,AL
220750,2207504,Palmeirais,PI
210760,2107605,Palmeirândia,MA
171570,1715705,Palmeirante,TO
292350,2923506,Palmeiras,BA
521570,5215702,Palmeiras de Goiás,GO
171380,1713809,Palmeiras do Tocantins,TO
261010,2610103,Palmeirina,PE
171575,1715754,Palmeirópolis,TO
521580,5215801,Palmelo,GO
521590,5215900,Palminópolis,GO
353530,3535309,Palmital,SP
411780,4117800,Palmital,PR
431380,4313805,Palmitinho,RS
421210,4212106,Palmitos,SC
314675,3146750,Palmópolis,MG
411790,4117909,Palotina,PR
521600,5216007,Panamá,GO
431390,4313904,Panambi,RS
320400,3204005,Pancas,ES
261020,2610202,Panelas,PE
353540,3535408,Panorama,SP
431395,4313953,Pantano Grande,RS
270640,2706406,Pão de Açúcar,AL
314690,3146909,Papagaios,MG
421220,4212205,Papanduva,SC
220755,2207553,Paquetá,PI
314710,3147105,Pará de Minas,MG
330360,3303609,Paracambi,RJ
314700,3147006,Paracatu,MG
231020,2310209,Paracuru,CE
150550,1505502,Paragominas,PA
314720,3147204,Paraguaçu,MG
353550,3535507,Paraguaçu Paulista,SP
431400,4314001,Paraí,RS
330370,3303708,Paraíba do Sul,RJ
210770,2107704,Paraibano,MA
353560,3535606,Paraibuna,SP
231025,2310258,Paraipaba,CE
353570,3535705,Paraíso,SP
421223,4212239,Paraíso,SC
500627,5006275,Paraíso das Águas,MS
411800,4118006,Paraíso do Norte,PR
431402,4314027,Paraíso do Sul,RS
171610,1716109,Paraíso do Tocantins,TO
314730,3147303,Paraisópolis,MG
231030,2310308,Parambu,CE
292360,2923605,Paramirim,BA
231040,2310407,Paramoti,CE
171620,1716208,Paranã,TO
240860,2408607,Paraná,RN
411810,4118105,Paranacity,PR
411820,4118204,Paranaguá,PR
500630,5006309,Paranaíba,MS
521630,5216304,Paranaiguara,GO
510629,5106299,Paranaíta,MT
353580,3535804,Paranapanema,SP
411830,4118303,Paranapoema,PR
353590,3535903,Paranapuã,SP
261030,2610301,Paranatama,PE
510630,5106307,Paranatinga,MT
411840,4118402,Paranavaí,PR
500635,5006358,Paranhos,MS
314740,3147402,Paraopeba,MG
353600,3536000,Parapuã,SP
251065,2510659,Parari,PB
292370,2923704,Paratinga,BA
330380,3303807,Paraty,RJ
240870,2408706,Paraú,RN
150553,1505536,Parauapebas,PA
521640,5216403,Paraúna,GO
240880,2408805,Parazinho,RN
353610,3536109,Pardinho,SP
431403,4314035,Pareci Novo,RS
110145,1101450,Parecis,RO
240890,2408904,Parelhas,RN
270642,2706422,Pariconha,AL
130340,1303403,Parintins,AM
292380,2923803,Paripiranga,BA
270644,2706448,Paripueira,AL
353620,3536208,Pariquera-Açu,SP
353625,3536257,Parisi,SP
220760,2207603,Parnaguá,PI
220770,2207702,Parnaíba,PI
240325,2403251,Parnamirim,RN
261040,2610400,Parnamirim,PE
210780,2107803,Parnarama,MA
431405,4314050,Parobé,RS
240910,2409100,Passa e Fica,RN
314760,3147600,Passa Quatro,MG
431406,4314068,Passa Sete,RS
314770,3147709,Passa Tempo,MG
314780,3147808,Passa-Vinte,MG
314750,3147501,Passabém,MG
240920,2409209,Passagem,RN
251070,2510709,Passagem,PB
210790,2107902,Passagem Franca,MA
220775,2207751,Passagem Franca do Piauí,PI
261050,2610509,Passira,PE
270650,2706505,Passo de Camaragibe,AL
421225,4212254,Passo de Torres,SC
431407,4314076,Passo do Sobrado,RS
431410,4314100,Passo Fundo,RS
314790,3147907,Passos,MG
421227,4212270,Passos Maia,SC
210800,2108009,Pastos Bons,MA
314795,3147956,Patis,MG
411845,4118451,Pato Bragado,PR
411850,4118501,Pato Branco,PR
251080,2510808,Patos,PB
314800,3148004,Patos de Minas,MG
220777,2207777,Patos do Piauí,PI
314810,3148103,Patrocínio,MG
314820,3148202,Patrocínio do Muriaé,MG
353630,3536307,Patrocínio Paulista,SP
240930,2409308,Patu,RN
330385,3303856,Paty do Alferes,RJ
292390,2923902,Pau Brasil,BA
150555,1505551,Pau d'Arco,PA
171630,1716307,Pau D'Arco,TO
220779,2207793,Pau D'Arco do Piauí,PI
240940,2409407,Pau dos Ferros,RN
261060,2610608,Paudalho,PE
130350,1303502,Pauini,AM
314830,3148301,Paula Cândido,MG
411860,4118600,Paula Freitas,PR
353640,3536406,Paulicéia,SP
353650,3536505,Paulínia,SP
210805,2108058,Paulino Neves,MA
251090,2510907,Paulista,PB
261070,2610707,Paulista,PE
220780,2207801,Paulistana,PI
353657,3536570,Paulistânia,SP
314840,3148400,Paulistas,MG
292400,2924009,Paulo Afonso,BA
431413,4314134,Paulo Bento,RS
353660,3536604,Paulo de Faria,SP
411870,4118709,Paulo Frontin,PR
270660,2706604,Paulo Jacinto,AL
421230,4212304,Paulo Lopes,SC
210810,2108108,Paulo Ramos,MA
314850,3148509,Pavão,MG
431415,4314159,Paverama,RS
220785,2207850,Pavussu,PI
292405,2924058,Pé de Serra,BA
411880,4118808,Peabiru,PR
314860,3148608,Peçanha,MG
353670,3536703,Pederneiras,SP
261080,2610806,Pedra,PE
314870,3148707,Pedra Azul,MG
353680,3536802,Pedra Bela,SP
314875,3148756,Pedra Bonita,MG
251100,2511004,Pedra Branca,PB
231050,2310506,Pedra Branca,CE
160015,1600154,Pedra Branca do Amapari,AP
314880,3148806,Pedra do Anta,MG
314890,3148905,Pedra do Indaiá,MG
314900,3149002,Pedra Dourada,MG
240950,2409506,Pedra Grande,RN
251110,2511103,Pedra Lavrada,PB
280500,2805000,Pedra Mole,SE
240960,2409605,Pedra Preta,RN
510637,5106372,Pedra Preta,MT
314910,3149101,Pedralva,MG
353690,3536901,Pedranópolis,SP
292410,2924108,Pedrão,BA
431417,4314175,Pedras Altas,RS
251120,2511202,Pedras de Fogo,PB
314915,3149150,Pedras de Maria da Cruz,MG
421240,4212403,Pedras Grandes,SC
353700,3537008,Pedregulho,SP
353710,3537107,Pedreira,SP
210820,2108207,Pedreiras,MA
280510,2805109,Pedrinhas,SE
353715,3537156,Pedrinhas Paulista,SP
314920,3149200,Pedrinópolis,MG
171650,1716505,Pedro Afonso,TO
292420,2924207,Pedro Alexandre,BA
240970,2409704,Pedro Avelino,RN
320405,3204054,Pedro Canário,ES
353720,3537206,Pedro de Toledo,SP
210825,2108256,Pedro do Rosário,MA
500640,5006408,Pedro Gomes,MS
220790,2207900,Pedro II,PI
220793,2207934,Pedro Laurentino,PI
314930,3149309,Pedro Leopoldo,MG
431420,4314209,Pedro Osório,RS
251272,2512721,Pedro Régis,PB
314940,3149408,Pedro Teixeira,MG
240980,2409803,Pedro Velho,RN
171660,1716604,Peixe,TO
150560,1505601,Peixe-Boi,PA
510642,5106422,Peixoto de Azevedo,MT
431430,4314308,Pejuçara,RS
431440,4314407,Pelotas,RS
231060,2310605,Penaforte,CE
210830,2108306,Penalva,MA
353730,3537305,Penápolis,SP
240990,2409902,Pendências,RN
270670,2706703,Penedo,AL
421250,4212502,Penha,SC
231070,2310704,Pentecoste,CE
314950,3149507,Pequeri,MG
314960,3149606,Pequi,MG
171665,1716653,Pequizeiro,TO
314970,3149705,Perdigão,MG
314980,3149804,Perdizes,MG
314990,3149903,Perdões,MG
353740,3537404,Pereira Barreto,SP
353750,3537503,Pereiras,SP
231080,2310803,Pereiro,CE
210840,2108405,Peri Mirim,MA
314995,3149952,Periquito,MG
421260,4212601,Peritiba,SC
210845,2108454,Peritoró,MA
411885,4118857,Perobal,PR
411890,4118907,Pérola,PR
411900,4119004,Pérola d'Oeste,PR
521645,5216452,Perolândia,GO
353760,3537602,Peruíbe,SP
315000,3150000,Pescador,MG
421265,4212650,Pescaria Brava,SC
261090,2610905,Pesqueira,PE
261100,2611002,Petrolândia,PE
421270,4212700,Petrolândia,SC
261110,2611101,Petrolina,PE
521680,5216809,Petrolina de Goiás,GO
330390,3303906,Petrópolis,RJ
270680,2706802,Piaçabuçu,AL
353770,3537701,Piacatu,SP
251130,2511301,Piancó,PB
292430,2924306,Piatã,BA
315010,3150109,Piau,MG
431442,4314423,Picada Café,RS
150563,1505635,Piçarra,PA
220800,2208007,Picos,PI
251140,2511400,Picuí,PB
353780,3537800,Piedade,SP
315015,3150158,Piedade de Caratinga,MG
315020,3150208,Piedade de Ponte Nova,MG
315030,3150307,Piedade do Rio Grande,MG
315040,3150406,Piedade dos Gerais,MG
411910,4119103,Piên,PR
292440,2924405,Pilão Arcado,BA
251150,2511509,Pilar,PB
270690,2706901,Pilar,AL
521690,5216908,Pilar de Goiás,GO
353790,3537909,Pilar do Sul,SP
241000,2410009,Pilões,RN
251160,2511608,Pilões,PB
251170,2511707,Pilõezinhos,PB
315050,3150505,Pimenta,MG
110018,1100189,Pimenta Bueno,RO
220810,2208106,Pimenteiras,PI
110146,1101468,Pimenteiras do Oeste,RO
292450,2924504,Pindaí,BA
353800,3538006,Pindamonhangaba,SP
210850,2108504,Pindaré-Mirim,MA
270700,2707008,Pindoba,AL
292460,2924603,Pindobaçu,BA
353810,3538105,Pindorama,SP
171700,1717008,Pindorama do Tocantins,TO
231085,2310852,Pindoretama,CE
315053,3150539,Pingo-d'Água,MG
411915,4119152,Pinhais,PR
431445,4314456,Pinhal,RS
431446,4314464,Pinhal da Serra,RS
411925,4119251,Pinhal de São Bento,PR
431447,4314472,Pinhal Grande,RS
411920,4119202,Pinhalão,PR
353820,3538204,Pinhalzinho,SP
421290,4212908,Pinhalzinho,SC
280520,2805208,Pinhão,SE
411930,4119301,Pinhão,PR
330395,3303955,Pinheiral,RJ
431449,4314498,Pinheirinho do Vale,RS
210860,2108603,Pinheiro,MA
431450,4314506,Pinheiro Machado,RS
421300,4213005,Pinheiro Preto,SC
320410,3204104,Pinheiros,ES
292465,2924652,Pintadas,BA
431454,4314548,Pinto Bandeira,RS
315057,3150570,Pintópolis,MG
220820,2208205,Pio IX,PI
210870,2108702,Pio XII,MA
353830,3538303,Piquerobi,SP
231090,2310902,Piquet Carneiro,CE
353850,3538501,Piquete,SP
353860,3538600,Piracaia,SP
521710,5217104,Piracanjuba,GO
315060,3150604,Piracema,MG
353870,3538709,Piracicaba,SP
220830,2208304,Piracuruca,PI
330400,3304003,Piraí,RJ
292467,2924678,Piraí do Norte,BA
411940,4119400,Piraí do Sul,PR
353880,3538808,Piraju,SP
315070,3150703,Pirajuba,MG
353890,3538907,Pirajuí,SP
280530,2805307,Pirambu,SE
315080,3150802,Piranga,MG
353900,3539004,Pirangi,SP
315090,3150901,Piranguçu,MG
315100,3151008,Piranguinho,MG
270710,2707107,Piranhas,AL
521720,5217203,Piranhas,GO
210880,2108801,Pirapemas,MA
315110,3151107,Pirapetinga,MG
431455,4314555,Pirapó,RS
315120,3151206,Pirapora,MG
353910,3539103,Pirapora do Bom Jesus,SP
353920,3539202,Pirapozinho,SP
411950,4119509,Piraquara,PR
171720,1717206,Piraquê,TO
353930,3539301,Pirassununga,SP
431460,4314605,Piratini,RS
353940,3539400,Piratininga,SP
421310,4213104,Piratuba,SC
315130,3151305,Piraúba,MG
521730,5217302,Pirenópolis,GO
521740,5217401,Pires do Rio,GO
231095,2310951,Pires Ferreira,CE
292470,2924702,Piripá,BA
220840,2208403,Piripiri,PI
292480,2924801,Piritiba,BA
251180,2511806,Pirpirituba,PB
411960,4119608,Pitanga,PR
353950,3539509,Pitangueiras,SP
411965,4119657,Pitangueiras,PR
315140,3151404,Pitangui,MG
251190,2511905,Pitimbu,PB
171750,1717503,Pium,TO
320420,3204203,Piúma,ES
315150,3151503,Piumhi,MG
150565,1505650,Placas,PA
120038,1200385,Plácido de Castro,AC
521760,5217609,Planaltina,GO
411970,4119707,Planaltina do Paraná,PR
292490,2924900,Planaltino,BA
292500,2925006,Planalto,BA
431470,4314704,Planalto,RS
353960,3539608,Planalto,SP
411980,4119806,Planalto,PR
421315,4213153,Planalto Alegre,SC
510645,5106455,Planalto da Serra,MT
315160,3151602,Planura,MG
353970,3539707,Platina,SP
353980,3539806,Poá,SP
261120,2611200,Poção,PE
210890,2108900,Poção de Pedras,MA
251200,2512002,Pocinhos,PB
241010,2410108,Poço Branco,RN
251203,2512036,Poço Dantas,PB
431475,4314753,Poço das Antas,RS
270720,2707206,Poço das Trincheiras,AL
251207,2512077,Poço de José de Moura,PB
315170,3151701,Poço Fundo,MG
280540,2805406,Poço Redondo,SE
280550,2805505,Poço Verde,SE
292510,2925105,Poções,BA
510650,5106505,Poconé,MT
315180,3151800,Poços de Caldas,MG
315190,3151909,Pocrane,MG
292520,2925204,Pojuca,BA
353990,3539905,Poloni,SP
251210,2512101,Pombal,PB
261130,2611309,Pombos,PE
421320,4213203,Pomerode,SC
354000,3540002,Pompéia,SP
315200,3152006,Pompéu,MG
354010,3540101,Pongaí,SP
150570,1505700,Ponta de Pedras,PA
411990,4119905,Ponta Grossa,PR
500660,5006606,Ponta Porã,MS
354020,3540200,Pontal,SP
510665,5106653,Pontal do Araguaia,MT
411995,4119954,Pontal do Paraná,PR
521770,5217708,Pontalina,GO
354025,3540259,Pontalinda,SP
431477,4314779,Pontão,RS
421330,4213302,Ponte Alta,SC
171780,1717800,Ponte Alta do Bom Jesus,TO
421335,4213351,Ponte Alta do Norte,SC
171790,1717909,Ponte Alta do Tocantins,TO
510670,5106703,Ponte Branca,MT
315210,3152105,Ponte Nova,MG
431478,4314787,Ponte Preta,RS
421340,4213401,Ponte Serrada,SC
510675,5106752,Pontes e Lacerda,MT
354030,3540309,Pontes Gestal,SP
320425,3204252,Ponto Belo,ES
315213,3152131,Ponto Chique,MG
315217,3152170,Ponto dos Volantes,MG
292525,2925253,Ponto Novo,BA
354040,3540408,Populina,SP
231100,2311009,Poranga,CE
354050,3540507,Porangaba,SP
521800,5218003,Porangatu,GO
330410,3304102,Porciúncula,RJ
412000,4120002,Porecatu,PR
241020,2410207,Portalegre,RN
431480,4314803,Portão,RS
521805,5218052,Porteirão,GO
231110,2311108,Porteiras,CE
315220,3152204,Porteirinha,MG
150580,1505809,Portel,PA
521810,5218102,Portelândia,GO
220850,2208502,Porto,PI
120080,1200807,Porto Acre,AC
431490,4314902,Porto Alegre,RS
510677,5106778,Porto Alegre do Norte,MT
220855,2208551,Porto Alegre do Piauí,PI
171800,1718006,Porto Alegre do Tocantins,TO
412010,4120101,Porto Amazonas,PR
412015,4120150,Porto Barreiro,PR
421350,4213500,Porto Belo,SC
270730,2707305,Porto Calvo,AL
280560,2805604,Porto da Folha,SE
150590,1505908,Porto de Moz,PA
270740,2707404,Porto de Pedras,AL
241025,2410256,Porto do Mangue,RN
510680,5106802,Porto dos Gaúchos,MT
510682,5106828,Porto Esperidião,MT
510685,5106851,Porto Estrela,MT
354060,3540606,Porto Feliz,SP
354070,3540705,Porto Ferreira,SP
315230,3152303,Porto Firme,MG
210900,2109007,Porto Franco,MA
160053,1600535,Porto Grande,AP
431500,4315008,Porto Lucena,RS
431505,4315057,Porto Mauá,RS
500690,5006903,Porto Murtinho,MS
171820,1718204,Porto Nacional,TO
330411,3304110,Porto Real,RJ
270750,2707503,Porto Real do Colégio,AL
412020,4120200,Porto Rico,PR
210905,2109056,Porto Rico do Maranhão,MA
292530,2925303,Porto Seguro,BA
421360,4213609,Porto União,SC
110020,1100205,Porto Velho,RO
431507,4315073,Porto Vera Cruz,RS
412030,4120309,Porto Vitória,PR
120039,1200393,Porto Walter,AC
431510,4315107,Porto Xavier,RS
521830,5218300,Posse,GO
315240,3152402,Poté,MG
231120,2311207,Potengi,CE
354075,3540754,Potim,SP
292540,2925402,Potiraguá,BA
354080,3540804,Potirendaba,SP
231123,2311231,Potiretama,CE
315250,3152501,Pouso Alegre,MG
315260,3152600,Pouso Alto,MG
431513,4315131,Pouso Novo,RS
421370,4213708,Pouso Redondo,SC
510700,5107008,Poxoréu,MT
354085,3540853,Pracinha,SP
160055,1600550,Pracuúba,AP
292550,2925501,Prado,BA
412033,4120333,Prado Ferreira,PR
354090,3540903,Pradópolis,SP
315270,3152709,Prados,MG
354100,3541000,Praia Grande,SP
421380,4213807,Praia Grande,SC
171830,1718303,Praia Norte,TO
150600,1506005,Prainha,PA
412035,4120358,Pranchita,PR
315280,3152808,Prata,MG
251220,2512200,Prata,PB
220860,2208601,Prata do Piauí,PI
354105,3541059,Pratânia,SP
315290,3152907,Pratápolis,MG
315300,3153004,Pratinha,MG
354110,3541109,Presidente Alves,SP
354120,3541208,Presidente Bernardes,SP
315310,3153103,Presidente Bernardes,MG
421390,4213906,Presidente Castello Branco,SC
412040,4120408,Presidente Castelo Branco,PR
292560,2925600,Presidente Dutra,BA
210910,2109106,Presidente Dutra,MA
354130,3541307,Presidente Epitácio,SP
130353,1303536,Presidente Figueiredo,AM
421400,4214003,Presidente Getúlio,SC
292570,2925709,Presidente Jânio Quadros,BA
315320,3153202,Presidente Juscelino,MG
210920,2109205,Presidente Juscelino,MA
171840,1718402,Presidente Kennedy,TO
320430,3204302,Presidente Kennedy,ES
315330,3153301,Presidente Kubitschek,MG
431514,4315149,Presidente Lucena,RS
110025,1100254,Presidente Médici,RO
210923,2109239,Presidente Médici,MA
421410,4214102,Presidente Nereu,SC
315340,3153400,Presidente Olegário,MG
354140,3541406,Presidente Prudente,SP
210927,2109270,Presidente Sarney,MA
292575,2925758,Presidente Tancredo Neves,BA
210930,2109304,Presidente Vargas,MA
354150,3541505,Presidente Venceslau,SP
261140,2611408,Primavera,PE
150610,1506104,Primavera,PA
110147,1101476,Primavera de Rondônia,RO
510704,5107040,Primavera do Leste,MT
210940,2109403,Primeira Cruz,MA
412050,4120507,Primeiro de Maio,PR
421415,4214151,Princesa,SC
251230,2512309,Princesa Isabel,PB
521839,5218391,Professor Jamil,GO
431515,4315156,Progresso,RS
354160,3541604,Promissão,SP
280570,2805703,Propriá,SE
431517,4315172,Protásio Alves,RS
315360,3153608,Prudente de Morais,MG
412060,4120606,Prudentópolis,PR
171845,1718451,Pugmil,TO
241040,2410405,Pureza,RN
431520,4315206,Putinga,RS
251240,2512408,Puxinanã,PB
354165,3541653,Quadra,SP
431530,4315305,Quaraí,RS
315370,3153707,Quartel Geral,MG
412065,4120655,Quarto Centenário,PR
354170,3541703,Quatá,SP
412070,4120705,Quatiguá,PR
150611,1506112,Quatipuru,PA
330412,3304128,Quatis,RJ
412080,4120804,Quatro Barras,PR
431531,4315313,Quatro Irmãos,RS
412085,4120853,Quatro Pontes,PR
270760,2707602,Quebrangulo,AL
412090,4120903,Quedas do Iguaçu,PR
220865,2208650,Queimada Nova,PI
251250,2512507,Queimadas,PB
292580,2925808,Queimadas,BA
330414,3304144,Queimados,RJ
354180,3541802,Queiroz,SP
354190,3541901,Queluz,SP
315380,3153806,Queluzito,MG
510706,5107065,Querência,MT
412100,4121000,Querência do Norte,PR
431532,4315321,Quevedos,RS
292590,2925907,Quijingue,BA
421420,4214201,Quilombo,SC
412110,4121109,Quinta do Sol,PR
354200,3542008,Quintana,SP
431535,4315354,Quinze de Novembro,RS
261150,2611507,Quipapá,PE
521850,5218508,Quirinópolis,GO
330415,3304151,Quissamã,RJ
412120,4121208,Quitandinha,PR
231126,2311264,Quiterianópolis,CE
251260,2512606,Quixabá,PB
261153,2611533,Quixaba,PE
292593,2925931,Quixabeira,BA
231130,2311306,Quixadá,CE
231135,2311355,Quixelô,CE
231140,2311405,Quixeramobim,CE
231150,2311504,Quixeré,CE
241050,2410504,Rafael Fernandes,RN
241060,2410603,Rafael Godeiro,RN
292595,2925956,Rafael Jambeiro,BA
354210,3542107,Rafard,SP
412125,4121257,Ramilândia,PR
354220,3542206,Rancharia,SP
412130,4121307,Rancho Alegre,PR
412135,4121356,Rancho Alegre D'Oeste,PR
421430,4214300,Rancho Queimado,SC
210945,2109452,Raposa,MA
315390,3153905,Raposos,MG
315400,3154002,Raul Soares,MG
412140,4121406,Realeza,PR
412150,4121505,Rebouças,PR
261160,2611606,Recife,PE
315410,3154101,Recreio,MG
171850,1718501,Recursolândia,TO
150613,1506138,Redenção,PA
231160,2311603,Redenção,CE
354230,3542305,Redenção da Serra,SP
220870,2208700,Redenção do Gurguéia,PI
431540,4315404,Redentora,RS
315415,3154150,Reduto,MG
220880,2208809,Regeneração,PI
354240,3542404,Regente Feijó,SP
354250,3542503,Reginópolis,SP
354260,3542602,Registro,SP
431545,4315453,Relvado,RS
292600,2926004,Remanso,BA
251270,2512705,Remígio,PB
412160,4121604,Renascença,PR
231170,2311702,Reriutaba,CE
330420,3304201,Resende,RJ
315420,3154200,Resende Costa,MG
412170,4121703,Reserva,PR
510715,5107156,Reserva do Cabaçal,MT
412175,4121752,Reserva do Iguaçu,PR
315430,3154309,Resplendor,MG
315440,3154408,Ressaquinha,MG
354270,3542701,Restinga,SP
431550,4315503,Restinga Sêca,RS
292610,2926103,Retirolândia,BA
251274,2512747,Riachão,PB
210950,2109502,Riachão,MA
292620,2926202,Riachão das Neves,BA
251275,2512754,Riachão do Bacamarte,PB
280580,2805802,Riachão do Dantas,SE
292630,2926301,Riachão do Jacuípe,BA
251276,2512762,Riachão do Poço,PB
171855,1718550,Riachinho,TO
315445,3154457,Riachinho,MG
241070,2410702,Riacho da Cruz,RN
261170,2611705,Riacho das Almas,PE
241080,2410801,Riacho de Santana,RN
292640,2926400,Riacho de Santana,BA
251278,2512788,Riacho de Santo Antônio,PB
251280,2512804,Riacho dos Cavalos,PB
315450,3154507,Riacho dos Machados,MG
220885,2208858,Riacho Frio,PI
241090,2410900,Riachuelo,RN
280590,2805901,Riachuelo,SE
521860,5218607,Rialma,GO
521870,5218706,Rianápolis,GO
210955,2109551,Ribamar Fiquene,MA
500710,5007109,Ribas do Rio Pardo,MS
354280,3542800,Ribeira,SP
292650,2926509,Ribeira do Amparo,BA
220887,2208874,Ribeira do Piauí,PI
292660,2926608,Ribeira do Pombal,BA
261180,2611804,Ribeirão,PE
354290,3542909,Ribeirão Bonito,SP
354300,3543006,Ribeirão Branco,SP
510718,5107180,Ribeirão Cascalheira,MT
412180,4121802,Ribeirão Claro,PR
354310,3543105,Ribeirão Corrente,SP
315460,3154606,Ribeirão das Neves,MG
292665,2926657,Ribeirão do Largo,BA
412190,4121901,Ribeirão do Pinhal,PR
354320,3543204,Ribeirão do Sul,SP
354323,3543238,Ribeirão dos Índios,SP
354325,3543253,Ribeirão Grande,SP
354330,3543303,Ribeirão Pires,SP
354340,3543402,Ribeirão Preto,SP
315470,3154705,Ribeirão Vermelho,MG
510719,5107198,Ribeirãozinho,MT
220890,2208908,Ribeiro Gonçalves,PI
280600,2806008,Ribeirópolis,SE
354360,3543600,Rifaina,SP
354370,3543709,Rincão,SP
354380,3543808,Rinópolis,SP
315480,3154804,Rio Acima,MG
412200,4122008,Rio Azul,PR
320435,3204351,Rio Bananal,ES
412210,4122107,Rio Bom,PR
330430,3304300,Rio Bonito,RJ
412215,4122156,Rio Bonito do Iguaçu,PR
510720,5107206,Rio Branco,MT
120040,1200401,Rio Branco,AC
412217,4122172,Rio Branco do Ivaí,PR
412220,4122206,Rio Branco do Sul,PR
500720,5007208,Rio Brilhante,MS
315490,3154903,Rio Casca,MG
330440,3304409,Rio Claro,RJ
354390,3543907,Rio Claro,SP
110026,1100262,Rio Crespo,RO
171865,1718659,Rio da Conceição,TO
421440,4214409,Rio das Antas,SC
330450,3304508,Rio das Flores,RJ
330452,3304524,Rio das Ostras,RJ
354400,3544004,Rio das Pedras,SP
292670,2926707,Rio de Contas,BA
330455,3304557,Rio de Janeiro,RJ
292680,2926806,Rio do Antônio,BA
421450,4214508,Rio do Campo,SC
240895,2408953,Rio do Fogo,RN
421460,4214607,Rio do Oeste,SC
292690,2926905,Rio do Pires,BA
315510,3155108,Rio do Prado,MG
421480,4214805,Rio do Sul,SC
315500,3155009,Rio Doce,MG
171870,1718709,Rio dos Bois,TO
421470,4214706,Rio dos Cedros,SC
431555,4315552,Rio dos Índios,RS
315520,3155207,Rio Espera,MG
261190,2611903,Rio Formoso,PE
421490,4214904,Rio Fortuna,SC
431560,4315602,Rio Grande,RS
354410,3544103,Rio Grande da Serra,SP
220900,2209005,Rio Grande do Piauí,PI
270770,2707701,Rio Largo,AL
315530,3155306,Rio Manso,MG
150616,1506161,Rio Maria,PA
421500,4215000,Rio Negrinho,SC
500730,5007307,Rio Negro,MS
412230,4122305,Rio Negro,PR
315540,3155405,Rio Novo,MG
320440,3204401,Rio Novo do Sul,ES
315550,3155504,Rio Paranaíba,MG
431570,4315701,Rio Pardo,RS
315560,3155603,Rio Pardo de Minas,MG
315570,3155702,Rio Piracicaba,MG
315580,3155801,Rio Pomba,MG
315590,3155900,Rio Preto,MG
130356,1303569,Rio Preto da Eva,AM
521878,5218789,Rio Quente,GO
292700,2927002,Rio Real,BA
421505,4215059,Rio Rufino,SC
171875,1718758,Rio Sono,TO
251290,2512903,Rio Tinto,PB
521880,5218805,Rio Verde,GO
500740,5007406,Rio Verde de Mato Grosso,MS
315600,3156007,Rio Vermelho,MG
354420,3544202,Riolândia,SP
431575,4315750,Riozinho,RS
421507,4215075,Riqueza,SC
315610,3156106,Ritápolis,MG
354350,3543501,Riversul,SP
431580,4315800,Roca Sales,RS
500750,5007505,Rochedo,MS
315620,3156205,Rochedo de Minas,MG
421510,4215109,Rodeio,SC
431590,4315909,Rodeio Bonito,RS
315630,3156304,Rodeiro,MG
292710,2927101,Rodelas,BA
241100,2411007,Rodolfo Fernandes,RN
120042,1200427,Rodrigues Alves,AC
431595,4315958,Rolador,RS
412240,4122404,Rolândia,PR
431600,4316006,Rolante,RS
110028,1100288,Rolim de Moura,RO
315640,3156403,Romaria,MG
421520,4215208,Romelândia,SC
412250,4122503,Roncador,PR
431610,4316105,Ronda Alta,RS
431620,4316204,Rondinha,RS
510757,5107578,Rondolândia,MT
412260,4122602,Rondon,PR
150618,1506187,Rondon do Pará,PA
510760,5107602,Rondonópolis,MT
431630,4316303,Roque Gonzales,RS
140047,1400472,Rorainópolis,RR
354425,3544251,Rosana,SP
210960,2109601,Rosário,MA
315645,3156452,Rosário da Limeira,MG
280610,2806107,Rosário do Catete,SE
412265,4122651,Rosário do Ivaí,PR
431640,4316402,Rosário do Sul,RS
510770,5107701,Rosário Oeste,MT
354430,3544301,Roseira,SP
270780,2707800,Roteiro,AL
315650,3156502,Rubelita,MG
354440,3544400,Rubiácea,SP
521890,5218904,Rubiataba,GO
315660,3156601,Rubim,MG
354450,3544509,Rubinéia,SP
150619,1506195,Rurópolis,PA
231180,2311801,Russas,CE
241110,2411106,Ruy Barbosa,RN
292720,2927200,Ruy Barbosa,BA
315670,3156700,Sabará,MG
412270,4122701,Sabáudia,PR
354460,3544608,Sabino,SP
315680,3156809,Sabinópolis,MG
231190,2311900,Saboeiro,CE
315690,3156908,Sacramento,MG
431642,4316428,Sagrada Família,RS
354470,3544707,Sagres,SP
261200,2612000,Sairé,PE
431643,4316436,Saldanha Marinho,RS
354480,3544806,Sales,SP
354490,3544905,Sales Oliveira,SP
354500,3545001,Salesópolis,SP
421530,4215307,Salete,SC
251300,2513000,Salgadinho,PB
